+-BORNEOL-DEHYDROGENASE-RXN.c	CPD-1903|CPD-862|NAD|NADH|PROTON
RXN-8604.c	CPD-8803|FARNESYL-PP|PPI
RXN-8608.c	CPD-7989|FARNESYL-PP|PPI
RXN-8609.c	CPD-8809|FARNESYL-PP|PPI
RXN-8616.c	CPD-12568|FARNESYL-PP|PPI|WATER
RXN-8617.c	2-TRANS6-TRANS-FARNESOL|FARNESYL-PP|PPI|WATER
RXN-8618.c	GERANIOL|GERANYL-PP|PPI|WATER
RXN-8619.c	CPD-8843|CPD-8844|CPD-8847|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-8620.c	CPD-8846|CPD-8847|CPD-8848|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-8621.c	CPD-13396|FARNESYL-PP|PPI
RXN-8622.c	FARNESYL-PP|PPI
RXN-8623.c	CPD-8851|DOPAMINE|OXYGEN-MOLECULE|PROTON|WATER
RXN-8624.c	CPD-8851|CPD-8853|PROTON
RXN-8625.c	CPD-8651|CPD-8853|CPD-8854|PROTON|WATER
RXN-8629.c	DIHYDROLIPOYL-GCVH|NAD|NADH|PROTEIN-LIPOYLLYSINE|PROTON
RXN-8630.c	ACETOL|ACETONE|OXYGEN-MOLECULE|Oxidized-Flavoproteins|Reduced-Flavoproteins|WATER
RXN-8631.c	DIHYDROXY-ACETONE-PHOSPHATE|FRU1P|GLYCERALD
RXN-8631.d	DIHYDROXY-ACETONE-PHOSPHATE|FRU1P|GLYCERALD
RXN-8631.m	DIHYDROXY-ACETONE-PHOSPHATE|FRU1P|GLYCERALD
RXN-8632.c	ACETOL|NAD|NADH|PROTON
RXN-8635.c	CPD-8653|CPD-8890|HYDROGEN-PEROXIDE|WATER
RXN-8642.c	2-KETOGLUTARATE|CARBON-DIOXIDE|OXALO-SUCCINATE|PROTON
RXN-8648.c	FARNESYL-PP|PPI|WATER
RXN-865.c	ETF-Oxidized|ETF-Reduced
RXN-8660.c	2-KETOGLUTARATE|CARBON-DIOXIDE|FORMALDEHYDE|OXYGEN-MOLECULE|SUC
RXN-8661.c	2-KETOGLUTARATE|CARBON-DIOXIDE|FORMALDEHYDE|OXYGEN-MOLECULE|PROTON|SUC
RXN-8664.c	D-TRYPTOPHAN|OXYGEN-MOLECULE
RXN-8665.c	OXYGEN-MOLECULE|PROTON|TRP
RXN-8668.c	Ox-Thioredoxin|Red-Thioredoxin|WATER
RXN-8668.d	Ox-Thioredoxin|Red-Thioredoxin|WATER
RXN-8671.c	3-Hydroxy-Flavanones|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-8675.c	ADENOSYL-HOMO-CYS|CPD-9038|DIHYDROSIROHYDROCHLORIN|S-ADENOSYLMETHIONINE
RXN-8677.c	CONIFERYL-ALCOHOL|CPD-8905|OXYGEN-MOLECULE|PROTON|WATER
RXN-8678.c	CPD-8905|CPD-8907|NADP|NADPH|PROTON
RXN-8679.c	CPD-8907|CPD-8909|NADP|NADPH|PROTON
RXN-8680.c	CPD-8909|CPD-8911|NAD|NADH|PROTON
RXN-8681.c	CPD-8911|CPD-8912|NAD|NADH|PROTON
RXN-8682.c	CPD-8905|CPD-8906
RXN-8683.c	CPD-8906|CPD-8908|NADP|NADPH|PROTON
RXN-8684.c	CPD-8908|CPD-8910|NADP|NADPH|PROTON
RXN-8685.c	CPD-8913|TRP
RXN-8686.c	ADENOSYL-HOMO-CYS|CPD-8913|CPD-8914|PROTON|S-ADENOSYLMETHIONINE
RXN-8687.c	ADENOSYL-HOMO-CYS|CPD-8914|CPD-8915|PROTON|S-ADENOSYLMETHIONINE
RXN-8688.c	CADAVERINE|CPD-8919|L-ALPHA-ALANINE|PROTON|PYRUVATE|WATER
RXN-8692.c	CPD-8917|CPD-8919
RXN-8693.c	13-HYDROXYLUPININE|CPD-8917
RXN-8694.c	13-HYDROXYLUPININE|CO-A|CPD-1083|CPD-8918
RXN-8695.c	CPD-8905|CPD-8921|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-8696.c	CPD-8921|CPD-8922|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-8698.c	COLUMBAMINE|HYDROGEN-PEROXIDE|OXYGEN-MOLECULE|PROTON|S-TETRAHYDROCOLUMBAMINE
RXN-8699.c	HYDROGEN-PEROXIDE|OXYGEN-MOLECULE|PALMATINE|PROTON|TETRAHYDROPALMATINE
RXN-87.c	CARBON-DIOXIDE|CO-A|CPD-83|MALONYL-COA|P-COUMAROYL-COA|PROTON
RXN-8700.c	ADENOSYL-HOMO-CYS|CPD-8924|PROTON|S-ADENOSYLMETHIONINE|S-RETICULINE
RXN-8701.c	ADENOSYL-HOMO-CYS|CPD-8924|PROTON|R-RETICULINE|S-ADENOSYLMETHIONINE
RXN-8702.c	CPD-8925|NADP|NADPH|OXYGEN-MOLECULE|PROTON|R-N-METHYLCOCLAURINE|WATER
RXN-8703.c	CPD-8921|CPD-8927|OXYGEN-MOLECULE|PROTON|WATER
RXN-8704.c	CPD-8927|CPD-8928|OXYGEN-MOLECULE|PROTON|WATER
RXN-8705.c	CPD-8922|CPD-8928|OXYGEN-MOLECULE|PROTON|WATER
RXN-8707.c	NAD-P-OR-NOP|NADH-P-OR-NOP|OXYGEN-MOLECULE|PROTON|SEROTONIN|TRYPTAMINE|WATER
RXN-8707.r	NAD-P-OR-NOP|NADH-P-OR-NOP|OXYGEN-MOLECULE|PROTON|SEROTONIN|TRYPTAMINE|WATER
RXN-8709.c	CAFFEOYL-COA|CO-A|CPD-8934|PROTON|SEROTONIN
RXN-8710.c	CO-A|CPD-8935|FERULOYL-COA|PROTON|SEROTONIN
RXN-8711.c	CO-A|CPD-8936|P-COUMAROYL-COA|PROTON|SEROTONIN
RXN-8712.c	CINNAMOYL-COA|CO-A|CPD-8937|PROTON|SEROTONIN
RXN-8713.c	CINNAMOYL-COA|CO-A|CPD-8941|PROTON|TYRAMINE
RXN-8714.c	CO-A|CPD-8942|PROTON|SINAPOYL-COA|TYRAMINE
RXN-8715.c	CO-A|CPD-8943|P-COUMAROYL-COA|PROTON|TYRAMINE
RXN-8716.c	1-O-GALLOYL-BETA-D-GLUCOSE|1-O6-O-DIGALLOYL-BETA-D-GLUCOSE|CPD-8947|GLC
RXN-8717.c	1-O-GALLOYL-BETA-D-GLUCOSE|1236-TETRAKIS-O-GALLOYL-BETA-D-GLUCOS|CPD-8947|GLC
RXN-8718.c	1-O6-O-DIGALLOYL-BETA-D-GLUCOSE|CPD-8947|CPD-8948
RXN-8719.c	12346-PENTAKIS-O-GALLOYL-BETA-D-GLUC|CPD-8949|OXYGEN-MOLECULE|PROTON|WATER
RXN-8720.c	CPD-8949|CPD-8950|OXYGEN-MOLECULE|PROTON|WATER
RXN-8721.c	1-O-GALLOYL-BETA-D-GLUCOSE|12346-PENTAKIS-O-GALLOYL-BETA-D-GLUC|CPD-8952|GLC
RXN-8722.c	1-O-GALLOYL-BETA-D-GLUCOSE|12346-PENTAKIS-O-GALLOYL-BETA-D-GLUC|CPD-8954|GLC
RXN-8723.c	1-O-GALLOYL-BETA-D-GLUCOSE|12346-PENTAKIS-O-GALLOYL-BETA-D-GLUC|CPD-8953|GLC
RXN-8724.c	1-O-GALLOYL-BETA-D-GLUCOSE|CPD-8953|CPD-8955|GLC
RXN-8725.c	1-O-GALLOYL-BETA-D-GLUCOSE|CPD-8953|CPD-8956|GLC
RXN-8726.c	1-O-GALLOYL-BETA-D-GLUCOSE|CPD-8954|CPD-8957|GLC
RXN-8727.c	1-O-GALLOYL-BETA-D-GLUCOSE|CPD-8952|CPD-8956|GLC
RXN-8730.c	CPD-506|INOSITOL-1-3-4-TRIPHOSPHATE|Pi|WATER
RXN-8730.g	CPD-506|INOSITOL-1-3-4-TRIPHOSPHATE|Pi|WATER
RXN-8735.c	CPD-8958|CPD-8960|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-8736.c	ADENOSYL-HOMO-CYS|CPD-8960|CPD-8961|PROTON|S-ADENOSYLMETHIONINE
RXN-8737.c	CPD-8958|CPD-8959|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-8738.c	CPD-8961|CPD-8962|OXYGEN-MOLECULE|PROTON|WATER
RXN-8748.c	ETOH|Pi|WATER
RXN-8759.c	CO+2|DIHYDROSIROHYDROCHLORIN|PROTON
RXN-8769.c	ADP|ATP|GLN|GLT|PROTON|Pi|WATER
RXN-8772.c	NADP|NADPH|PROTON
RXN-8772.d	NADP|NADPH|PROTON
RXN-8783.c	L-GULONO-1-4-LACTONE|PROTON|WATER
RXN-8784.c	ASCORBATE|PROTON
RXN-8801.c	D-RIBULOSE-15-P2
RXN-8813.c	ALL-TRANS-PENTAPRENYL-DIPHOSPHATE|DELTA3-ISOPENTENYL-PP|GERANYLGERANYL-PP|PPI
RXN-8813.d	ALL-TRANS-PENTAPRENYL-DIPHOSPHATE|DELTA3-ISOPENTENYL-PP|GERANYLGERANYL-PP|PPI
RXN-8813.r	ALL-TRANS-PENTAPRENYL-DIPHOSPHATE|DELTA3-ISOPENTENYL-PP|GERANYLGERANYL-PP|PPI
RXN-8821.c	NADP|NADPH|NITRITE|OXYGEN-MOLECULE|PROTON|WATER
RXN-8824.c	CPD-12179|PROTON|PYRUVATE|WATER
RXN-8849.c	GDP|GDP-MANNOSE|GLYCERATE|PROTON
RXN-8850.c	DUMP|METHYLENE-THF|NADP|NADPH|PROTON|THF|TMP
RXN-8850.d	DUMP|METHYLENE-THF|NADP|NADPH|PROTON|THF|TMP
RXN-8855.c	10-BETA-HYDROXYTAXA-42011-DIEN-5-ALPH|CPD-9194|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-8857.c	BACCATIN-III|CO-A|CPD-12845|CPD-9207|PROTON
RXN-8859.c	BENZOYLCOA|CO-A|CPD-8718|CPD-9203|PROTON
RXN-886.c	2-KETOGLUTARATE|CARBON-DIOXIDE|CPD-638|CPD-885|OXYGEN-MOLECULE|PROTON|SUC
RXN-8861.c	CPD-8718|TAXA-42011-DIEN-5A13A-DIOL
RXN-8865.c	10-BETA-HYDROXYTAXA-42011-DIEN-5-ALPH|10-DEACETYL-2-DEBENZOYLBACCATIN-III
RXN-8871.c	4-HYDROXYBENZALDEHYDE|ACET|COUMARATE|WATER
RXN-8872.c	4-HYDROXYBENZALDEHYDE|CPD-7616|OXYGEN-MOLECULE|Oxidized-Flavoproteins|Reduced-Flavoproteins|WATER
RXN-8873.c	ADENOSYL-HOMO-CYS|CPD-7616|PROTON|S-ADENOSYLMETHIONINE|VANILLIN
RXN-8875.c	CPD-9213|CPD-9217|PROTON|UDP
RXN-8880.c	CPD-9212|CPD-9213|PROTON|UDP|UDP-GLUCOSE
RXN-8881.c	CPD-9215|CPD-9216|PROTON|UDP|UDP-L-RHAMNOSE
RXN-8882.c	CPD-9216|CPD-9217|PROTON|UDP|UDP-GLUCOSE
RXN-8883.c	CPD-9214|CPD-9215|PROTON|UDP|UDP-L-RHAMNOSE
RXN-8884.c	CPD-9211|CPD-9212|UDP|UDP-L-RHAMNOSE
RXN-8885.c	CPD-9240|EPOXYSQUALENE|WATER
RXN-8886.c	CPD-9240|CPD-9249
RXN-8887.c	CPD-9249|CPD-9250|PROTON|UDP|UDP-GLUCOSE
RXN-8898.c	2-AMINOACRYLATE|CPD-9269|CPD-9273|PROTON
RXN-8899.c	2-AMINOACRYLATE|AMMONIUM|PROTON|PYRUVATE|WATER
RXN-8900.c	CPD-9273|CPD-9275|WATER
RXN-8901.c	CPD-9273|CPD-9275|CPD-9293
RXN-8902.c	CPD-9293|CPD-9295|CPD-9296
RXN-8905.c	CPD-9269|CPD-9298|HYDROGEN-PEROXIDE|OXYGEN-MOLECULE|WATER
RXN-8909.c	AMMONIUM|CPD-9304|CPD-9307|PYRUVATE|WATER
RXN-8910.c	CPD-9298|CPD-9307|HYDROGEN-PEROXIDE|OXYGEN-MOLECULE|WATER
RXN-8911.c	CPD-9304|CPD-9305
RXN-8912.c	CPD-9304|CPD-9306|PROTON|WATER
RXN-8915.c	CPD-9280|CPD-9300|HYDROGEN-PEROXIDE|OXYGEN-MOLECULE|WATER
RXN-8916.c	AMMONIUM|CPD-9280|CPD-9311|PYRUVATE|WATER
RXN-8918.c	CPD-9298|CPD-9315|CYS
RXN-8919.c	CPD-9300|CPD-9312|CYS
RXN-8920.c	4-hydroxybenzoate|CPD-9318|GERANYL-PP|PPI
RXN-8921.c	CARBON-DIOXIDE|CPD-9318|CPD-9319
RXN-8922.c	CPD-9319|CPD-9320|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-8923.c	CPD-9320|CPD-9321
RXN-8924.c	CPD-9321|CPD-9322|PROTON|WATER
RXN-8925.c	Aminated-Amine-Donors|CPD-9327|Deaminated-Amine-Donors|VANILLIN
RXN-8926.c	ACP|CO-A|CPD-9329|ISOBUTYRYL-COA|MALONYL-ACP|OXYGEN-MOLECULE|WATER
RXN-8927.c	CAPSAICIN|CPD-9327|CPD-9329|WATER
RXN-8931.c	CPD-9338|FARNESYL-PP|PPI
RXN-8936.c	CPD-3402|CPD-9366|NADP|NADPH|PROTON
RXN-8937.c	ADENOSYL-HOMO-CYS|CPD-9366|CPD-9367|PROTON|S-ADENOSYLMETHIONINE
RXN-8939.c	CPD-9370|FARNESYL-PP|PPI
RXN-8940.c	ADP|ATP|GLT|PROTON|Pi
RXN-8956.c	ARG|L-ALPHA-ALANINE|PYRUVATE
RXN-8962.c	CPD-9006|CPD-9411|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-8969.c	CPD-9411|CPD-9412|NADP|NADPH|PROTON
RXN-8970.c	CPD-9412|CPD-9413|NADP|NADPH|PROTON|WATER
RXN-8971.c	CPD-9410|CPD-9413|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-8975.c	UMP
RXN-8976.c	PROTON|UDP|UDP-N-ACETYL-D-GLUCOSAMINE
RXN-8980.c	CPD-9422|CPD-9423|HYDROGEN-MOLECULE|L-ALPHA-ALANINE|PYRUVATE
RXN-8981.c	CPD-9423|CPD-9424|WATER
RXN-8982.c	CPD-9424|CPD-9425|NADP|NADPH|PROTON
RXN-8983.c	ADENOSYL-HOMO-CYS|CPD-9425|CPD-9426|PROTON|S-ADENOSYLMETHIONINE
RXN-8988.c	CO-A|GDP|GTP|Pi
RXN-8990.c	AMMONIUM|CARBON-DIOXIDE|HYDROGEN-PEROXIDE|OXYGEN-MOLECULE|PHE|PHENYLACETALDEHYDE|PROTON|WATER
RXN-8991.c	2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE|CPD-9451|WATER
RXN-8991.d	2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE|CPD-9451|WATER
RXN-8992.c	DELTA3-ISOPENTENYL-PP|FARNESYL-PP|OCTAPRENYL-DIPHOSPHATE|PPI
RXN-8992.d	DELTA3-ISOPENTENYL-PP|FARNESYL-PP|OCTAPRENYL-DIPHOSPHATE|PPI
RXN-8992.r	DELTA3-ISOPENTENYL-PP|FARNESYL-PP|OCTAPRENYL-DIPHOSPHATE|PPI
RXN-8999.c	DELTA3-ISOPENTENYL-PP|FARNESYL-PP|PPI|UNDECAPRENYL-DIPHOSPHATE
RXN-9.c	CARBAMOYL-P|L-CANALINE|O-UREIDOHOMOSERINE|Pi
RXN-90.c	CPD-63|PROTON|SINAPYL-ALCOHOL|UDP|UDP-GLUCOSE
RXN-9000.c	CPD-9459|CPD-9460|PROTON|UDP|UDP-GLUCURONATE
RXN-9001.c	CPD-9460|CPD-9461|PROTON|UDP
RXN-9002.c	CPD-9460|CPD-9462|UDP|UDP-GLUCOSE
RXN-9003.c	4-hydroxybenzoate|ALL-TRANS-HEXAPRENYL-DIPHOSPHATE|PPI
RXN-9004.c	CPD-9462|CPD-9464|PROTON|UDP
RXN-9005.c	CPD-9461|CPD-9464|UDP|UDP-GLUCOSE
RXN-9006.c	CPD-9467|CPD-9469|UDP|UDP-GLUCOSE
RXN-9007.c	CPD-9464|CPD-9467|PROTON|UDP|UDP-GLUCOSE
RXN-9008.c	CPD-9461|CPD-9469|PROTON|UDP|UDP-GLUCOSE
RXN-9012.c	CPD-9470|CPD-9472|UDP|UDP-GLUCOSE
RXN-9013.c	CPD-9474|CPD-9475|UDP|UDP-GLUCOSE
RXN-9014.c	CPD-9476|CPD-9477|UDP|UDP-GLUCOSE
RXN-9015.c	CPD-6082|HYDROGEN-PEROXIDE|OXYGEN-MOLECULE|SPERMIDINE|SPERMINE|WATER
RXN-9017.c	ADENOSYL-HOMO-CYS|PROTON|S-ADENOSYLMETHIONINE
RXN-9018.c	ADENOSYL-HOMO-CYS|PROTON|S-ADENOSYLMETHIONINE
RXN-9020.c	ADENOSYL-HOMO-CYS|CPD-16|CPD-9494|PROTON|S-ADENOSYLMETHIONINE
RXN-9021.c	ADENOSYL-HOMO-CYS|CPD-9494|CPD-9499|PROTON|S-ADENOSYLMETHIONINE
RXN-9022.c	ADENOSYL-HOMO-CYS|CPD-9499|CPD-9500|PROTON|S-ADENOSYLMETHIONINE
RXN-9024.c	GLC|WATER
RXN-9025.c	GLC-1-P|Pi
RXN-9025.d	GLC-1-P|Pi
RXN-9027.c	ERYTHROSE-4P|PHOSPHO-ENOL-PYRUVATE
RXN-9029.c	3-DEHYDRO-SHIKIMATE|ERYTHROSE-4P
RXN-9033.c	3-4-DIHYDROXYBENZOATE|CPD-183
RXN-9035.c	CPD-9483|Medicagenate-Monoglucosides|UDP|UDP-GLUCOSE
RXN-9036.c	CPD-9481|Hederagenin-Monoglucosides|UDP|UDP-GLUCOSE
RXN-9037.c	CPD-7610|Soyasapogenol-B-Monoglucosides|UDP|UDP-GLUCOSE
RXN-9038.c	CPD-9482|Soyasapogenol-E-Monoglucosides|UDP|UDP-GLUCOSE
RXN-9039.c	CPD-183|CPD-8096
RXN-9040.c	3-DEHYDRO-SHIKIMATE|CPD-183
RXN-9043.c	3-4-DIHYDROXYBENZOATE|CPD-8096
RXN-9044.c	CAFFEATE|CPD-8096
RXN-9045.c	CPD-1722|CPD-9523|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-9046.c	CPD-9523|CPD-9524
RXN-9047.c	CPD-9524|CPD-9525|HYDROGEN-PEROXIDE|OXYGEN-MOLECULE|WATER
RXN-9048.c	CPD-9525|CPD-9526|PROTON
RXN-9049.c	ADENOSYL-HOMO-CYS|CPD-9524|CPD-9528|PROTON|S-ADENOSYLMETHIONINE
RXN-9050.c	CPD-9528|CPD-9529|HYDROGEN-PEROXIDE|OXYGEN-MOLECULE|WATER
RXN-9051.c	CPD-9527|CPD-9529|PROTON
RXN-9052.c	ADENOSYL-HOMO-CYS|CPD-9530|CPD-9539|PROTON|S-ADENOSYLMETHIONINE
RXN-9053.c	CPD-9530|CPD-9531
RXN-9054.c	ADENOSYL-HOMO-CYS|CPD-9531|CPD-9539|S-ADENOSYLMETHIONINE
RXN-9056.c	ADENOSYL-HOMO-CYS|CPD-9531|CPD-9532|PROTON|S-ADENOSYLMETHIONINE
RXN-9057.c	CPD-9532|CPD-9533
RXN-9058.c	CPD-9533|CPD-9534
RXN-9059.c	CPD-9534|CPD-9535
RXN-9060.c	CPD-9534|CPD-9536
RXN-9061.c	CPD-5741|CPD-9534|PROTON
RXN-9062.c	CPD-5741|CPD-9544
RXN-9063.c	CPD-9535|CPD-9544|PROTON
RXN-9064.c	CPD-9536|CPD-9544|PROTON
RXN-9068.c	6-KESTOSE|GLC|SUCROSE
RXN-9070.c	CPD-8215|CPD-9557|OXYGEN-MOLECULE|PROTON|WATER
RXN-9070.v	CPD-8215|CPD-9557|OXYGEN-MOLECULE|PROTON|WATER
RXN-9071.c	CPD-9557|CPD-9558|OXYGEN-MOLECULE|WATER
RXN-9071.v	CPD-9557|CPD-9558|OXYGEN-MOLECULE|WATER
RXN-9072.c	CPD-9558|CPD-9561|OXYGEN-MOLECULE|WATER
RXN-9072.v	CPD-9558|CPD-9561|OXYGEN-MOLECULE|WATER
RXN-9073.c	CPD-9561|CPD-9562|OXYGEN-MOLECULE|PROTON|WATER
RXN-9073.v	CPD-9561|CPD-9562|OXYGEN-MOLECULE|PROTON|WATER
RXN-9074.c	CPD-9568|Glucosylated-Glucose-Acceptors|INDOLE-3-ACETYL-ASP|Non-Glucosylated-Glucose-Acceptors
RXN-9075.c	CPD-9573|Glucosylated-Glucose-Acceptors|INDOLE-3-ACETYL-GLU|Non-Glucosylated-Glucose-Acceptors
RXN-9076.c	CPD-9567|Glucosylated-Glucose-Acceptors|INDOLE_ACETATE_AUXIN|Non-Glucosylated-Glucose-Acceptors
RXN-9077.c	CPD-9567|CPD-9568|L-ASPARTATE|WATER
RXN-9078.c	CPD-9567|CPD-9573|GLT|WATER
RXN-9079.c	CPD-9577|CPD-9583
RXN-9080.c	CPD-9582|CPD-9584
RXN-9081.c	5734-TETRAHYDROXYFLAVONE|Glucosylated-Glucose-Acceptors|ISOORIENTIN|Non-Glucosylated-Glucose-Acceptors
RXN-9082.c	CPD-9587|ISOORIENTIN|Non-Rhamonsylated-Rhamnosyl-Acceptors|Rhamonsylated-Rhamonsyl-Acceptors
RXN-9083.c	AMP|ATP|CPD-9577|INDOLE_ACETATE_AUXIN|PPI|PROTON|VAL
RXN-9084.c	AMP|ATP|CPD-9582|INDOLE_ACETATE_AUXIN|PHE|PPI|PROTON
RXN-9085.c	CPD-9587|CPD-9588
RXN-9088.c	2-OXINDOLE-3-ACETIC-ACID|CPD-9592|Glucosylated-Glucose-Acceptors|Non-Glucosylated-Glucose-Acceptors
RXN-9093.c	1-4-beta-Xylan|Arabinoxylan|CPD-12513|UDP
RXN-9094.c	1-4-beta-Xylan|Glucuronoxylans|UDP|UDP-GLUCURONATE
RXN-9097.c	2-OXINDOLE-3-ACETYL-ASP|CPD-9602|Glucosylated-Glucose-Acceptors|Non-Glucosylated-Glucose-Acceptors
RXN-9098.c	CARBON-DIOXIDE|CPD0-954|DIHYDROXYNAPHTHOATE|PROTON
RXN-9099.c	CPD0-954|HYDROXYNAPHTHOQUINONE
RXN-91.c	CONIFERYL-ALDEHYDE|CPD-81|PROTON|UDP|UDP-GLUCOSE
RXN-9102.c	CPD-9602|CPD-9603|Glucosylated-Glucose-Acceptors|Non-Glucosylated-Glucose-Acceptors
RXN-9103.c	CPD-9608|DIHYDROXYNAPHTHOATE
RXN-9104.c	1-4-beta-Xylan|UDP|UDP-D-XYLOSE
RXN-9105.c	ALIZARIN|CPD-4211|DIHYDROXYNAPHTHOATE
RXN-9107.c	CPD-9625|CPD-9626
RXN-9108.c	CPD-9626|CPD-9627
RXN-9109.c	CPD-9624|CPD-9627
RXN-9110.c	CPD-9620|CPD-9624
RXN-9111.c	CPD-9620|CPD-9630
RXN-9112.c	CPD-9630|CPD-9631
RXN-9113.c	CPD-9622|CPD-9631
RXN-9114.c	CPD-9618|CPD-9625
RXN-9115.c	CPD-9618|CPD-9628
RXN-9116.c	CPD-9628|CPD-9629
RXN-9117.c	CPD-9615|CPD-9629
RXN-9118.c	CPD-9615|CPD-9632
RXN-9119.c	CPD-9632|CPD-9633
RXN-9120.c	CPD-9621|CPD-9633
RXN-9121.c	CPD-9616|CPD-9618
RXN-9122.c	CPD-9618|CPD-9623
RXN-9123.c	CPD-9617|CPD-9629
RXN-9124.c	CPD-9617|CPD-9630
RXN-9125.c	CPD-9617|CPD-9619
RXN-9126.c	CPD-9615|CPD-9619
RXN-9127.c	CPD-9638|MALONYL-COA
RXN-9128.c	CPD-9638|CPD-9639|PROTON
RXN-9129.c	CPD-7411|CPD-9639|WATER
RXN-9130.c	2-OXINDOLE-3-ACETIC-ACID|DIOXINDOLE-3-ACETATE
RXN-9131.c	DIOXINDOLE-3-ACETATE|Dioxindole-3-Acetyl-3-O-hexoses|Glucosylated-Glucose-Acceptors|Non-Glucosylated-Glucose-Acceptors
RXN-9135.c	CPD-4211|CPD-7107|CPD-9635|GERANYL-PP|PPI
RXN-9136.c	CPD0-1028|DELTA3-ISOPENTENYL-PP|FARNESYL-PP|PPI|PROTON
RXN-9137.c	DELTA3-ISOPENTENYL-PP|PPI|Rubbers
RXN-9149.c	CPD-9675|PROTON|TRICHLOROETHENE|WATER
RXN-9150.c	CL-|CPD-9675|OXALATE|PROTON|WATER
RXN-9151.c	CL-|CPD-9674|NADP|NADPH|OXYGEN-MOLECULE|PROTON|TRICHLOROETHENE
RXN-9152.c	CPD-9674|OXALATE
RXN-9153.c	CPD-9673|TRICHLOROETHENE|WATER
RXN-9154.c	CPD-9673|CPD-9676|PROTON|UDP|UDP-GLUCOSE
RXN-9155.c	CPD-9673|CPD-9675|NADP|NADPH|OXYGEN-MOLECULE|PROTON|WATER
RXN-9157.c	CPD-9699|CPD-9700|CYS-GLY|GLUTATHIONE
RXN-9157.v	CPD-9699|CPD-9700|CYS-GLY|GLUTATHIONE
RXN-9157.x	CPD-9699|CPD-9700|CYS-GLY|GLUTATHIONE
RXN-9162.c	CPD-9677|CPD-9711|WATER
RXN-9163.c	CPD-9004|CPD-9693|CPD-9710|PROTON|WATER
RXN-9164.c	CPD-9693|CPD-9715
RXN-9165.c	CPD-9677|CPD-9715
RXN-9166.c	CPD-9695|CPD-9715
RXN-9167.c	2-OXOBUTANOATE|CPD-9727
RXN-9168.c	CPD-9727|OXOPENTENOATE|WATER
RXN-9169.c	CPD-9734|OXOPENTENOATE|PROTON
RXN-9170.c	CPD-9734|CPD-9735
RXN-9171.c	ACETYL-COA|CO-A|CPD-9735|CPD-9736|PROTON|WATER
RXN-9172.c	CPD-9736|CPD-9737
RXN-9173.c	CPD-9737|CPD-9738|PROTON
RXN-9174.c	CARBON-DIOXIDE|CPD-9738|CPD-9739|PROTON
RXN-9175.c	CPD-9699|CPD-9739|L-ALPHA-ALANINE|PYRUVATE
RXN-9176.c	CPD-9525|CPD-9749
RXN-9177.c	CPD-4888|CPD-9742|CPD-9749|PROTON
RXN-9178.c	CPD-4888|CPD-9743|CPD-9749|PROTON
RXN-9179.c	CPD-4889|CPD-9741|CPD-9749|PROTON
RXN-9180.c	CPD-4889|CPD-9744|CPD-9749|PROTON
RXN-9181.c	CPD-9529|CPD-9750
RXN-9182.c	CPD-4888|CPD-9746|CPD-9750|PROTON
RXN-9183.c	CPD-4888|CPD-9747|CPD-9750|PROTON
RXN-9184.c	CPD-4889|CPD-9745|CPD-9750|PROTON
RXN-9185.c	CPD-4889|CPD-9748|CPD-9750|PROTON
RXN-9186.c	CPD-1722|CPD-9752
RXN-9187.c	CPD-9752|CPD-9754
RXN-9189.c	Aminated-Amine-Donors|CPD-9735|CPD-9757|Deaminated-Amine-Donors
RXN-9191.c	ADENOSYL-HOMO-CYS|PROTON|S-ADENOSYLMETHIONINE
RXN-9192.c	ACETYL-COA|CO-A|CPD-9758|GERANIOL
RXN-9193.c	CPD-9762|GERANIAL
RXN-9194.c	ACET|CPD-9758|GERANIOL|PROTON|WATER
RXN-9195.c	ACETYL-COA|CPD-7994|CPD-9771
RXN-9196.c	ACETYL-COA|CO-A|CPD-9771|CPD-9772
RXN-9197.c	CO-A|CPD-9772|CPD-9773
RXN-9198.c	CPD-9773|CPD-9774
RXN-9199.c	CPD-9774|CPD-9775|PROTON|WATER
RXN-92.c	CPD-79|PROTON|SINAPALDEHYDE|UDP|UDP-GLUCOSE
RXN-9201.c	BENZOYLCOA|CO-A|CPD-9776|CPD-9777
RXN-9202.c	CARBON-DIOXIDE|CPD-7994|CPD-9778|CPD-9779|PROTON
RXN-9203.c	CPD-9773|CPD-9779|Demethylated-methyl-acceptors|Methylated-methyl-acceptors
